Position (mm),Force (N)
1.689419659,12370.1875
1.702180855,11922.5
1.704696732,11959.8125
1.70521731,11957.125
1.711117614,11959.4375
1.696897667,12089.25
1.69805749,12076.5625
1.716347108,12248.875
1.696516543,12256.1875
1.700315819,12103.5
1.701369959,12430.8125
1.712053986,12195.625
1.709992924,12347.9375
1.722311797,12142.75
1.701760628,12350.0625
1.725964442,12359.875
1.718048261,12132.1875
1.70751211,12452
1.723231013,12581.8125
1.721329995,12461.625
1.710559079,12531.4375
1.71604329,12461.25
1.715282653,12548.5625
1.728902192,12373.375
1.727276931,12295.6875
1.717656896,12203
1.736292111,12412.8125
1.717432601,12405.125
1.732953392,12657.4375
1.730604509,12387.25
1.727760976,12342.0625
1.73367282,12329.375
1.734840065,12564.1875
1.725637737,12231.5
1.726065862,12671.3125
1.735749466,12536.125
1.728938575,12635.9375
1.740508214,12395.75
1.72708341,12295.5625
1.745164188,12682.875
1.737875576,12312.6875
1.733842599,12320
1.752815284,12607.3125
1.742668657,12702.125
1.745027746,12446.9375
1.752392577,12539.25
1.746013177,12569.0625
1.749889572,12661.375
1.748646791,12723.6875
1.75828486,12641
1.746803807,12755.8125
1.742453658,12688.125
1.743234443,12527.9375
1.754521187,12452.75
1.76406392,12662.5625
1.758112668,12457.375
1.75579246,12857.1875
1.772228324,12637
1.751545288,12831.8125
1.755868381,12759.125
1.77232263,12551.4375
1.765658065,12631.25
1.774124714,12978.5625
1.770347605,12725.875
1.767951767,12850.6875
1.778312231,13038
1.783429023,12887.8125
1.763177175,12917.625
1.784181714,12787.4375
1.783817671,13042.25
1.764085075,13042.0625
1.784733955,12609.375
1.790014342,12894.1875
1.781926264,12694
1.789719753,12903.8125
1.787394838,12833.625
1.79070155,13110.9375
1.776514918,12808.25
1.787709973,13045.5625
1.790536746,13057.875
1.780245268,12692.6875
1.795960568,12757.5
1.779557679,13199.8125
1.805661631,13204.625
1.802522454,12731.9375
1.806265182,13176.75
1.799139844,13111.5625
1.802021472,13191.375
1.793285098,12933.6875
1.808555754,12963.5
1.808708471,13025.8125
1.813993282,12975.625
1.803410218,12922.9375
1.814709312,12825.25
1.817390596,12837.5625
1.803829103,13219.875
1.804899864,12959.6875
1.805727914,13317
1.822938283,13069.3125
1.828031007,13231.625
1.829631117,13296.4375
1.830488646,12953.75
1.807728629,12921.0625
1.822476098,13305.875
1.824106087,13353.1875
1.81749363,13273
1.830513761,13235.3125
1.817541513,13040.125
1.820576921,13039.9375
1.831745018,13024.75
1.844795839,13112.0625
1.832854419,13144.375
1.839920792,13041.6875
1.840619993,13046.5
1.836327056,13198.8125
1.841792017,13303.625
1.852514911,13300.9375
1.832245772,13323.25
1.846734636,13413.0625
1.84260654,13247.875
1.855861517,13537.6875
1.842624605,13167.5
1.847770838,13302.3125
1.848175254,13202.125
1.855087887,13489.4375
1.857258775,13336.75
1.867562953,13306.5625
1.862125459,13626.375
1.868571329,13628.6875
1.862275599,13621
1.865863307,13603.3125
1.86545949,13505.625
1.869314185,13357.9375
1.878552429,13257.75
1.880924259,13617.5625
1.862929715,13319.875
1.872943832,13294.6875
1.885216649,13682
1.873998205,13621.8125
1.875038537,13544.125
1.888712683,13581.4375
1.882520683,13678.75
1.886212574,13416.0625
1.887038395,13433.375
1.884873185,13645.6875
1.895091984,13520.5
1.89369483,13422.8125
1.891931763,13675.125
1.898552822,13779.9375
1.892308047,13724.75
1.909197476,13587.0625
1.912846152,13821.875
1.892629112,13456.6875
1.914296398,13674
1.91709805,13661.3125
1.910409108,13681.125
1.923854612,13875.9375
1.912934604,13455.75
1.904149125,13865.5625
1.909248214,13595.375
1.920231915,13697.6875
1.928100267,13897.5
1.921978313,13694.8125
1.915866093,13707.125
1.917013651,13991.9375
1.933171026,13641.75
1.934338263,13906.5625
1.939640403,13791.375
1.925327488,13966.1875
1.93152456,13806
1.944231664,13655.8125
1.94444884,14055.625
1.933051133,13940.4375
1.951288585,14002.75
1.94128624,13915.0625
1.945169141,14067.375
1.948437331,13814.6875
1.955840856,13754.5
1.965379757,13976.8125
1.95442908,14134.125
1.959238868,14161.4375
1.961934166,14181.25
1.961890019,13961.0625
1.956606471,13740.875
1.969083567,13813.1875
1.979821351,14105.5
1.97794487,14042.8125
1.981079169,13772.625
1.971474292,14232.4375
1.970380286,14239.75
1.991297195,14119.5625
1.999225068,14131.875
2.000538948,14289.1875
1.987488883,14091.5
1.99082492,14261.3125
1.994797103,13916.125
1.992530482,14250.9375
1.992650101,14270.75
1.991906009,14340.5625
1.999173253,14055.375
2.01545188,13970.1875
2.002366937,14375
2.021668473,13924.8125
2.017481535,14399.625
2.012556171,14254.4375
2.01139243,14156.75
2.02461536,14376.5625
2.033350009,13951.375
2.015846427,14126.1875
2.040729663,14058.5
2.034124764,14398.3125
2.026781781,14058.125
2.049700764,14460.4375
2.04988176,14480.25
2.054574822,14137.5625
2.046654997,14147.375
2.044497337,14474.6875
2.043476892,14524.5
2.065468712,14231.8125
2.059722848,14201.625
2.06798935,14166.4375
2.07376827,14301.25
2.074184659,14528.5625
2.066738567,14200.875
2.079930048,14593.1875
2.083759151,14213
2.08547593,14140.3125
2.084580436,14192.625
2.092697721,14399.9375
2.088702838,14342.25
2.09847084,14267.0625
2.095126778,14629.375
2.097545707,14214.1875
2.101852678,14646.5
2.088672746,14688.8125
2.108630964,14288.625
2.096477386,14325.9375
2.103337065,14233.25
2.113835055,14488.0625
2.107971411,14482.875
2.122121187,14407.6875
2.126909437,14450
2.123211217,14307.3125
2.117151581,14437.125
2.125980584,14706.9375
2.134448282,14586.75
2.129304731,14406.5625
2.146674985,14533.875
2.147184101,14533.6875
2.148957135,14816
2.155119143,14498.3125
2.159170181,14493.125
2.145360307,14490.4375
2.154314576,14887.75
2.168408047,14465.0625
2.164890776,14772.375
2.16263782,14732.1875
2.172274237,14469.5
2.176800086,14491.8125
2.177090423,14721.625
2.163270308,14546.4375
2.180714798,14658.75
2.187923952,14818.5625
2.174272829,14795.875
2.176761487,14938.1875
2.197139987,14878
2.204908387,14810.3125
2.193316746,14920.125
2.207490125,14697.4375
2.214553583,14622.25
2.220007181,14729.5625
2.208475979,15061.875
2.202085037,14661.6875
2.206209417,14749
2.213849179,14606.3125
2.219629383,14723.625
2.217050093,15058.4375
2.233986369,14950.75
2.243938272,14723.0625
2.246655866,14830.375
2.241764211,14867.6875
2.248013371,14800
2.261528408,15019.8125
2.258559385,14689.625
2.265856364,15151.9375
2.259419409,15161.75
2.253998584,15021.5625
2.272593951,14923.875
2.277955575,14861.1875
2.28195852,15026
2.27735285,15053.3125
2.286513629,15040.625
2.295940922,15185.4375
2.297634795,15277.75
2.297470311,15235.0625
2.284947537,14977.375
2.295316537,15129.6875
2.304577378,15119.5
2.299230126,15116.8125
2.311149846,14841.625
2.318336605,15043.9375
2.324040469,14871.25
2.312886506,15128.5625
2.334499783,14893.375
2.332130366,15365.6875
2.342028323,15378
2.332193722,14912.8125
2.34462663,14977.625
2.351202116,14939.9375
2.360920248,15347.25
2.345031095,14984.5625
2.362909725,15416.875
2.359431208,15159.1875
2.370095612,15206.5
2.366278007,15083.8125
2.378978463,15208.625
2.367697049,15108.4375
2.372183836,15245.75
2.385938894,15338.0625
2.391837294,15220.375
2.403754106,15227.6875
2.394814402,15292.5
2.408893252,15379.8125
2.406490729,15279.625
2.415606903,15264.4375
2.417366847,15516.75
2.410270633,15506.5625
2.422318333,15411.375
2.436010021,15186.1875
2.430845768,15233.5
2.428450648,15338.3125
2.436949735,15308.125
2.444593101,15477.9375
2.441255821,15527.75
2.460312969,15265.0625
2.449764618,15594.875
2.460610845,15209.6875
2.459976722,15604.5
2.482237325,15534.3125
2.48789273,15234.125
2.473568012,15338.9375
2.493888246,15338.75
2.493353509,15393.5625
2.497838876,15708.375
2.501344425,15715.6875
2.511870231,15708
2.521291372,15452.8125
2.509607925,15702.625
2.515319967,15732.4375
2.517052576,15544.75
2.532430829,15442.0625
2.531954805,15731.875
2.540374583,15446.6875
2.53431524,15736.5
2.543151856,15716.3125
2.54863451,15476.125
2.565513281,15870.9375
2.558413249,15740.75
2.564834493,15798.0625
2.573527094,15617.875
2.569116132,15505.1875
2.586226688,15940
2.579358843,15677.3125
2.599512677,15944.625
2.595938272,15759.4375
2.592010711,15664.25
2.596855073,15911.5625
2.601721443,15856.375
2.615859901,15958.6875
2.627270532,15648.5
2.620453417,15780.8125
2.62653364,15765.625
2.642761284,15560.4375
2.646136434,15615.25
2.637034172,15625.0625
2.648829583,15862.375
2.661522752,15892.1875
2.677363764,15614.5
2.666227702,15616.8125
2.676364654,16099.125
2.679149703,15851.4375
2.679332937,15856.25
2.68866444,16073.5625
2.6923943,15963.375
2.691647602,15795.6875
2.709924434,15828
2.718224884,15942.8125
2.728799037,16170.125
2.728146982,15962.4375
2.730518807,16194.75
2.7367896,16029.5625
2.74408445,16079.375
2.736778444,16239.1875
2.747121673,16149
2.769864226,15976.3125
2.770756191,16063.625
2.76617266,16200.9375
2.777613722,15913.25
2.779829467,15885.5625
2.777444986,15907.875
2.79446037,16112.6875
2.80937571,16095
2.812316098,15904.8125
2.802656626,15894.625
2.814147385,16279.4375
2.833788468,16161.75
2.823329968,15934.0625
2.846521977,16263.875
2.853864589,16186.1875
2.848982897,15956
2.849501995,16010.8125
2.873296977,16028.125
2.867242936,16277.9375
2.879214969,16180.25
2.87158817,16052.5625
2.896987633,16409.875
2.902413455,16029.6875
2.897740731,16102
2.894219557,16156.8125
2.901600029,16109.125
2.914632245,16273.9375
2.915441301,16451.25
2.922902294,16303.5625
2.935765322,16058.375
2.955405483,16468.1875
2.952697874,16160.5
2.968142594,16367.8125
2.968989743,16387.625
2.959864418,16527.4375
2.964391719,16192.25
2.994571746,16574.5625
2.998654598,16501.875
2.999265376,16506.6875
3.00640418,16226.5
3.015071111,16603.8125
3.012266271,16628.625
3.03498976,16628.4375
3.02024168,16613.25
3.041272133,16255.5625
3.032706221,16430.375
3.062919048,16457.6875
3.049910715,16645
3.070056327,16432.3125
3.064230987,16287.125
3.085184798,16296.9375
3.077542864,16399.25
3.096930291,16779.0625
3.096472183,16548.875
3.109293645,16766.1875
3.124519782,16703.5
3.1154007,16633.3125
3.118936506,16603.125
3.136377304,16687.9375
3.141598203,16482.75
3.147599309,16662.5625
3.151755729,16712.375
3.166067571,16787.1875
3.177034942,16684.5
3.189282952,16764.3125
3.201561709,16431.625
3.20212132,16678.9375
3.193711897,16568.75
3.223083547,16878.5625
3.217486382,16775.875
3.237670511,16678.1875
3.240636044,16893
3.254633093,16937.8125
3.243286768,16775.125
3.268472181,16574.9375
3.273189444,16854.75
3.270313669,16647.0625
3.270344969,16666.875
3.288908455,16999.1875
3.292254242,16549
3.315632442,16871.3125
3.31666817,16886.125
3.32261154,16678.4375
3.334212665,17003.25
3.347721661,17058.0625
3.354888643,16727.875
3.352588726,16805.1875
3.374947026,16890
3.37333866,17067.3125
3.386763743,17032.125
3.391472392,17124.4375
3.388714725,16776.75
3.400865859,16759.0625
3.409925911,16838.875
3.426645001,16973.6875
3.421523246,17186
3.439435765,16773.3125
3.447882678,16818.125
3.445364103,16870.4375
3.475380162,17085.25
3.469430973,16755.0625
3.488141658,16972.375
3.478512338,17097.1875
3.510168133,16887
3.501984166,16819.3125
3.507710558,17169.125
3.523222432,16911.4375
3.534519911,17171.25
3.542728116,17238.5625
3.543847173,17088.375
3.569252204,17005.6875
3.576443333,17023
3.574545685,17047.8125
3.578059386,17210.125
3.603359559,16944.9375
3.608821331,17399.75
3.618444827,17177.0625
3.618855173,17271.875
3.647427497,17416.6875
3.639286925,17149
3.663558585,17283.8125
3.672992603,16986.125
3.665714109,17395.9375
3.682348231,17135.75
3.687770097,17060.5625
3.701729836,17010.375
3.716477579,17165.1875
3.724013454,17337.5
3.738962593,17304.8125
3.744075125,17044.625
3.744726183,17239.4375
3.751415897,17246.75
3.770894398,17174.0625
3.77803682,17538.875
3.788968294,17318.6875
3.807563954,17456
3.800198933,17445.8125
3.807748364,17593.125
3.837087381,17490.4375
3.851091119,17210.25
3.844634712,17152.5625
3.862593296,17314.875
3.867092006,17384.6875
3.892380978,17417
3.899460349,17404.3125
3.889580254,17629.125
3.916490832,17411.4375
3.928817219,17433.75
3.937934553,17491.0625
3.952342973,17625.875
3.948542617,17253.1875
3.964033624,17610.5
3.976066134,17687.8125
3.976640286,17550.125
3.996256221,17477.4375
4.004164078,17357.25
4.016114,17312.0625
4.024856127,17501.875
4.050765601,17591.6875
4.039967565,17366.5
4.06783716,17728.8125
4.07899953,17561.125
4.078204818,17528.4375
4.090578167,17635.75
4.104119723,17783.0625
4.129579629,17450.375
4.128208031,17507.6875
4.142380074,17602.5
4.148595903,17694.8125
4.166730664,17722.125
4.181409505,17539.4375
4.184632573,17919.25
4.197025014,17926.5625
4.209461976,17868.875
4.210068608,17973.6875
4.229470058,17593.5
4.238791475,17513.3125
4.247783009,17725.625
4.260944809,17872.9375
4.278277027,17787.75
4.282404811,17792.5625
4.304578315,17709.875
4.321922688,17654.6875
4.335063083,17922
4.336499653,17971.8125
4.33985755,17609.125
4.375386927,17813.9375
4.367962938,17678.75
4.389710737,17921.0625
4.404630478,17810.875
4.403097316,17908.1875
4.435611408,18020.5
4.439672907,17660.3125
4.449031971,17755.125
4.465938756,18022.4375
4.462643419,17824.75
4.490521118,17747.0625
4.51069701,17866.875
4.522671254,17946.6875
4.526944008,17841.5
4.547265432,17796.3125
4.559510686,17753.625
4.574304928,18238.4375
4.570398321,17783.25
4.580916024,18118.0625
4.604358199,18225.375
4.628850009,17910.1875
4.630766614,18230
4.633733178,18252.3125
4.664749865,18107.125
4.665066837,17984.4375
4.674684258,17916.75
4.698102294,18006.5625
4.709196108,18061.375
4.724465867,18036.1875
4.734411736,18241
4.745283881,18000.8125
4.76583247,17935.625
4.778557668,18175.4375
4.797334645,18220.25
4.802663567,18327.5625
4.814794604,18039.875
4.838102924,18372.1875
4.839213698,18107
4.859252093,18231.8125
4.873343282,18316.625
4.892362435,18158.9375
4.891934723,18203.75
4.922060318,18281.0625
4.944864392,18258.375
4.946847118,18248.1875
4.972383668,18338
4.985724217,18162.8125
4.990868939,18342.625
4.993443007,18122.4375
5.021446597,18332.25
5.026629885,18332.0625
5.056118046,18221.875
5.065661257,18249.1875
5.075134694,18536.5
5.086913536,18566.3125
5.105247959,18523.625
5.111138142,18318.4375
5.137584264,18460.75
5.145961504,18265.5625
5.174020042,18232.875
5.192010058,18662.6875
5.197056732,18520
5.220660246,18592.3125
5.227945782,18697.125
5.255413521,18629.4375
5.269438647,18501.75
5.283646342,18384.0625
5.288036789,18491.375
5.314610174,18661.1875
5.32761668,18601
5.329181493,18718.3125
5.365429798,18755.625
5.383236781,18597.9375
5.398852629,18530.25
5.398777528,18542.5625
5.431011667,18797.375
5.435430232,18529.6875
5.439658414,18584.5
5.4599464,18739.3125
5.477044381,18824.125
5.503827546,18836.4375
5.511421085,18588.75
5.53207519,18408.5625
5.550790053,18863.375
5.575315865,18690.6875
5.584652818,18720.5
5.590176107,18595.3125
5.609385924,18530.125
5.625157463,18942.4375
5.659990919,18739.75
5.671261488,18732.0625
5.680844364,18636.875
5.700364743,18741.6875
5.722447823,18894
5.728718801,18906.3125
5.753552873,18628.625
5.780325239,19003.4375
5.795036096,19025.75
5.803060645,18740.5625
5.814899084,18572.875
5.847551615,18835.1875
5.847518437,18695
5.866299752,18707.3125
5.899395762,18887.125
5.91168167,19081.9375
5.928157677,19049.25
5.941823988,19029.0625
5.978180806,18696.375
5.986853336,18878.6875
6.002591783,18723.5
6.012771352,19055.8125
6.034642249,19090.625
6.049204681,19122.9375
6.069083855,18872.75
6.094529979,18780.0625
6.116793261,19059.875
6.129373909,19134.6875
6.151522133,19239.5
6.167863142,18866.8125
6.197022148,19256.625
6.201374361,19076.4375
6.232044991,19101.25
6.258284253,18896.0625
6.261217356,18933.375
6.279844516,19263.1875
6.314165946,19070.5
6.320556859,19170.3125
6.344267471,18862.625
6.367047996,18922.4375
6.376898651,19104.75
6.403694652,18909.5625
6.429936216,19234.375
6.43187356,19239.1875
6.456006903,19239
6.485961463,19246.3125
6.505612459,19343.625
6.525585112,19193.4375
6.52962964,19438.25
6.559746266,19100.5625
6.575060211,18970.375
6.598946696,19035.1875
6.633280945,19170
6.64968818,19234.8125
6.653918625,19164.625
6.688972504,19049.4375
6.708475043,19449.25
6.716426467,19039.0625
6.747327001,19203.875
6.757176872,19161.1875
6.798726308,19491
6.808350536,19320.8125
6.840049784,19215.625
6.854199282,19185.4375
6.878174259,19222.75
6.884724945,19187.5625
6.90860157,19247.375
6.936929366,19584.6875
6.954708565,19589.5
6.974064398,19346.8125
7.0004971,19459.125
7.024256903,19496.4375
7.060594042,19331.25
7.071133751,19681.0625
7.103626267,19533.375
7.117321824,19238.1875
7.134595659,19563
7.16944801,19657.8125
7.176629115,19262.625
7.201764211,19459.9375
7.231978537,19617.25
7.249647334,19409.5625
7.270520841,19451.875
7.306099299,19439.1875
7.326632949,19756.5
7.351372034,19448.8125
7.361566795,19383.625
7.387217477,19550.9375
7.407449323,19570.75
7.430512577,19688.0625
7.448282484,19377.875
7.48375929,19850.1875
7.507693241,19480
7.537709585,19547.3125
7.562183568,19792.125
7.564615439,19756.9375
7.588380446,19441.75
7.623478839,19846.5625
7.656410868,19793.875
7.682176783,19673.6875
7.703401835,19776
7.722086277,19800.8125
7.756855361,19635.625
7.77608434,19525.4375
7.782773467,19637.75
7.808172997,19842.5625
7.837033186,19869.875
7.867979288,19709.6875
7.89026156,19642
7.911380259,19729.3125
7.944335643,19559.125
7.977502969,19988.9375
7.989507496,19686.25
8.011474484,19693.5625
8.043904193,19710.875
8.068296884,19713.1875
8.096402818,20030.5
8.123972258,19622.8125
8.150005465,19805.125
8.163127703,20037.4375
8.203464236,20149.75
8.21301533,20112.0625
8.257781248,20061.875
8.276762257,19924.1875
8.299458625,19959
8.316870617,20121.3125
8.345998502,20151.125
8.391592548,19983.4375
8.401528025,19820.75
8.437555203,20098.0625
8.461924352,20102.875
8.496635743,20172.6875
8.520439648,20120
