Position (mm),Force (N)
0.187995873,12094.1875
0.202720436,12065.5
0.2006995,12122.8125
0.192933089,12073.125
0.192421223,12095.4375
0.197913924,12080.25
0.198411216,12151.5625
0.21053812,12130.375
0.206919659,12128.6875
0.210180855,12209.5
0.194196732,12165.3125
0.20121731,12222.125
0.202492614,12169.4375
0.200522667,12182.75
0.19543249,12258.0625
0.218222108,12202.375
0.214641543,12254.1875
0.221190819,12214
0.201994959,12215.3125
0.218928986,12314.625
0.220992924,12253.4375
0.216186797,12270.25
0.219135628,12302.5625
0.226339442,12263.375
0.224173261,12334.6875
0.22013711,12325
0.210731013,12344.8125
0.227579995,12324.625
0.222309079,12345.9375
0.22129329,12360.25
0.228282653,12329.0625
0.227027192,12420.375
0.228276931,12362.6875
0.234406896,12390
0.228667111,12395.3125
0.230807601,12378.125
0.239328392,12456.9375
0.224729509,12395.25
0.240635976,12431.0625
0.23442282,12492.375
0.243715065,12465.6875
0.239137737,12453
0.237940862,12483.3125
0.242874466,12451.625
0.232313575,12484.4375
0.231258214,12567.25
0.24120841,12515.5625
0.229664188,12581.375
0.252250576,12528.6875
0.250592599,12555
0.234940284,12533.8125
0.255418657,12541.625
0.257152746,12571.9375
0.248767577,12597.25
0.235388177,12625.0625
0.236889572,12572.375
0.246771791,12579.6875
0.23978486,12658.5
0.239428807,12632.3125
0.259578658,12704.625
0.262484443,12649.4375
0.244271187,12654.75
0.26481392,12662.5625
0.267737668,12675.875
0.24929246,12673.1875
0.271603324,12737
0.267045288,12738.8125
0.260618381,12689.125
0.26907263,12722.4375
0.271033065,12754.75
0.264249714,12814.0625
0.269972605,12808.875
0.257451767,12787.6875
0.274937231,12772.5
0.261429023,12844.3125
0.271177175,12838.625
0.262556714,12855.4375
0.275067671,12853.25
0.274585075,12894.5625
0.269733955,12881.875
0.275139342,12868.1875
0.271176264,12831.5
0.275469753,12879.8125
0.288269838,12891.125
0.28257655,12877.4375
0.275389918,12947.25
0.298334973,12954.0625
0.284911746,12949.875
0.295995268,12987.6875
0.295460568,12988.5
0.301432679,12980.8125
0.304786631,13011.125
0.298647454,12962.4375
0.302515182,13027.75
0.309139844,12955.0625
0.291896472,12967.375
0.306535098,13037.1875
0.290555754,13008.5
0.305083471,12994.3125
0.294993282,13060.125
0.309285218,13095.4375
0.300459312,13041.75
0.311640596,13120.0625
0.316204103,13080.875
0.302524864,13097.1875
0.310227914,13141.5
0.316438283,13151.8125
0.317281007,13081.125
0.305631117,13150.9375
0.317613646,13157.25
0.314728629,13204.0625
0.315976098,13211.375
0.312231087,13176.1875
0.31536863,13226.5
0.337013761,13164.3125
0.323916513,13223.625
0.334201921,13181.4375
0.335120018,13267.75
0.340295839,13254.0625
0.338604419,13262.875
0.343295792,13283.1875
0.347994993,13240
0.348577056,13246.3125
0.345042017,13315.625
0.353264911,13328.4375
0.338245772,13267.25
0.340609636,13339.5625
0.33648154,13373.375
0.341486517,13357.6875
0.358499605,13336
0.351645838,13368.8125
0.350300254,13374.125
0.364837887,13360.4375
0.362008775,13391.75
0.356187953,13373.5625
0.360125459,13429.375
0.364071329,13458.1875
0.360775599,13447.5
0.367113307,13442.3125
0.37183449,13449.625
0.371564185,13467.9375
0.365052429,13442.75
0.373299259,13448.5625
0.376429715,13457.875
0.365568832,13525.1875
0.373466649,13453
0.388998205,13505.3125
0.383913537,13561.125
0.378337683,13577.4375
0.384520683,13580.75
0.391587574,13542.0625
0.386413395,13610.875
0.380873185,13563.6875
0.398466984,13617
0.38619483,13633.8125
0.390931763,13632.625
0.389052822,13655.9375
0.408808047,13585.25
0.398822476,13663.0625
0.391221152,13669.875
0.413629112,13629.6875
0.416296398,13631
0.40809805,13710.8125
0.413909108,13649.125
0.417229612,13710.9375
0.418684604,13650.25
0.418774125,13676.0625
0.419748214,13732.875
0.415231915,13687.1875
0.419600267,13738
0.428853313,13719.8125
0.434616093,13710.125
0.419138651,13725.9375
0.436796026,13805.75
0.426213263,13795.5625
0.444015403,13765.375
0.447202488,13761.6875
0.42964956,13842
0.452606664,13812.3125
0.44857384,13858.625
0.456926133,13868.9375
0.457038585,13828.25
0.45103624,13898.5625
0.453419141,13857.875
0.459062331,13836.6875
0.450340856,13928.5
0.447379757,13854.8125
0.45305408,13925.625
0.454738868,13945.9375
0.457809166,13933.75
0.460640019,13987.0625
0.473731471,13966.875
0.477083567,14010.1875
0.470196351,13996
0.48694487,13990.8125
0.468329169,13949.625
0.481974292,13986.9375
0.480630286,14039.75
0.485797195,14010.5625
0.493850068,14027.875
0.479413948,14046.1875
0.487988883,14014
0.49144992,14044.8125
0.508547103,14100.125
0.500405482,14041.4375
0.510900101,14076.75
0.511281009,14104.5625
0.514048253,14124.875
0.50720188,14088.6875
0.514366937,14098.5
0.514418473,14157.8125
0.503981535,14117.625
0.516931171,14162.4375
0.51226743,14170.75
0.51961536,14176.0625
0.515225009,14154.875
0.520846427,14164.1875
0.531229663,14241
0.540124764,14235.3125
0.530781781,14201.125
0.539950764,14265.9375
0.53413176,14242.75
0.537074822,14270.5625
0.541654997,14298.875
0.544497337,14278.6875
0.539101892,14280
0.564468712,14253.3125
0.548597848,14326.125
0.54773935,14273.4375
0.54901827,14323.75
0.560059659,14319.5625
0.569363567,14340.875
0.570805048,14316.1875
0.569509151,14384.5
0.58297593,14389.8125
0.586830436,14354.125
0.584822721,14361.9375
0.584577838,14436.25
0.59122084,14375.0625
0.599626778,14381.375
0.581670707,14413.6875
0.585727678,14458.5
0.588047746,14409.3125
0.601005964,14438.625
0.603977386,14431.9375
0.594962065,14524.75
0.618585055,14513.5625
0.600471411,14470.875
0.621621187,14540.6875
0.625034437,14492
0.613586217,14549.8125
0.630026581,14492.125
0.634730584,14589.9375
0.618573282,14601.25
0.634054731,14524.0625
0.630549985,14619.375
0.632434101,14574.1875
0.633582135,14641.5
0.650244143,14618.8125
0.655670181,14637.125
0.659110307,14667.9375
0.645564576,14672.75
0.665158047,14622.5625
0.651640776,14632.375
0.65313782,14625.1875
0.661399237,14669.5
0.658800086,14714.3125
0.684590423,14708.625
0.668270308,14735.4375
0.673089798,14701.25
0.689798952,14761.0625
0.688897829,14770.375
0.689511487,14704.6875
0.694139987,14797.5
0.702158387,14793.3125
0.686941746,14742.125
0.703115125,14811.9375
0.711678583,14775.25
0.698507181,14818.5625
0.699100979,14849.375
0.721835037,14811.1875
0.721209417,14788.5
0.710599179,14831.3125
0.728379383,14826.125
0.727550093,14914.9375
0.724736369,14845.25
0.729063272,14882.0625
0.731405866,14911.875
0.741514211,14866.1875
0.749638371,14871.5
0.744903408,14932.8125
0.755059385,14915.625
0.768106364,14909.4375
0.747419409,14937.75
0.755248584,14990.0625
0.777968951,14986.375
0.774330575,14934.1875
0.78545852,15007.5
0.77422785,15031.8125
0.784263629,15009.125
0.777440922,15045.4375
0.782134795,15009.25
0.785095311,15008.5625
0.784697537,15054.375
0.793566537,15053.1875
0.807577378,15108.5
0.817480126,15095.8125
0.808024846,15053.125
0.815461605,15112.9375
0.819540469,15141.25
0.827011506,15143.5625
0.816124783,15126.875
0.830255366,15152.6875
0.827153323,15109
0.826943722,15195.3125
0.85037663,15202.125
0.850952116,15165.9375
0.843795248,15229.75
0.843281095,15190.0625
0.870659725,15208.875
0.857806208,15267.1875
0.873470612,15262
0.870778007,15205.3125
0.866978463,15223.125
0.885447049,15282.4375
0.888433836,15237.75
0.893813894,15286.5625
0.892962294,15241.375
0.903379106,15308.6875
0.909189402,15282
0.912268252,15360.8125
0.906740729,15373.125
0.910981903,15373.4375
0.917366847,15343.75
0.931645633,15373.0625
0.917193333,15408.375
0.937760021,15367.6875
0.934220768,15390
0.926325648,15376.3125
0.952324735,15370.125
0.953343101,15392.9375
0.962255821,15465.25
0.953562969,15417.0625
0.959389618,15479.875
0.961610845,15479.6875
0.960101722,15458
0.980362325,15496.3125
0.98126773,15492.125
0.994568012,15466.9375
0.989388246,15460.25
0.998978509,15532.0625
1.005838876,15520.375
0.993594425,15576.6875
1.007620231,15577.5
1.006791372,15549.3125
1.021482925,15517.625
1.019319967,15592.9375
1.026552576,15555.25
1.039180829,15571.5625
1.045204805,15624.375
1.035999583,15626.1875
1.03681524,15644
1.048776856,15625.8125
1.05713451,15651.125
1.048013281,15664.4375
1.056163249,15614.25
1.076334493,15691.5625
1.069277094,15723.375
1.082366132,15664.6875
1.077726688,15702
1.099608843,15713.8125
1.093762677,15724.125
1.094438272,15716.4375
1.103385711,15708.25
1.099355073,15724.0625
1.119846443,15783.875
1.123359901,15725.1875
1.131145532,15735
1.118078417,15748.3125
1.12915864,15837.625
1.140011284,15800.4375
1.151761434,15864.75
1.161034172,15866.5625
1.165704583,15873.375
1.148022752,15815.1875
1.160613764,15863
1.160227702,15898.3125
1.182489654,15904.625
1.173899703,15874.4375
1.198707937,15890.75
1.19653944,15879.0625
1.2048943,15936.875
1.213647602,15890.6875
1.211674434,15916
1.226349884,15923.3125
1.223299037,15957.125
1.214396982,16002.4375
1.223518807,15956.25
1.2425396,15963.0625
1.24883445,16012.375
1.259778444,16010.1875
1.249496673,15975.5
1.255739226,16019.8125
1.262506191,16054.625
1.26042266,16011.4375
1.267613722,16009.25
1.285204467,16071.5625
1.282944986,16091.875
1.28708537,16108.6875
1.29137571,16139.5
1.318566098,16143.8125
1.323281626,16124.125
1.311897385,16155.4375
1.325663468,16108.75
1.336829968,16103.5625
1.342771977,16197.375
1.335864589,16122.1875
1.341607897,16213
1.353251995,16176.3125
1.368796977,16188.625
1.356742936,16191.9375
1.383214969,16248.75
1.37471317,16183.5625
1.378362633,16264.375
1.382163455,16270.1875
1.402990731,16267
1.401969557,16214.3125
1.420100029,16262.125
1.411132245,16232.9375
1.420066301,16242.75
1.438777294,16328.5625
1.438140322,16315.375
1.446530483,16349.1875
1.455572874,16375
1.451142594,16362.8125
1.467989743,16382.625
1.464864418,16333.9375
1.485766719,16414.75
1.483196746,16419.5625
1.494404598,16342.375
1.485015376,16351.1875
1.49765418,16443.5
1.504196111,16407.3125
1.522891271,16457.625
1.52511476,16445.4375
1.53211668,16478.25
1.549397133,16472.5625
1.549581221,16441.375
1.551794048,16462.1875
1.570160715,16501
1.565306327,16513.3125
1.576480987,16492.125
1.581559798,16499.4375
1.582167864,16510.25
1.590805291,16487.5625
1.600347183,16543.875
1.596168645,16539.6875
1.610894782,16575
1.6145257,16572.3125
1.639936506,16606.125
1.629252304,16550.9375
1.656848203,16648.25
1.649599309,16598.0625
1.652255729,16636.875
1.662317571,16613.1875
1.681909942,16633
1.679782952,16644.3125
1.682061709,16670.125
1.69712132,16711.4375
1.709461897,16663.25
1.714583547,16675.0625
1.714486382,16749.875
1.737545511,16733.6875
1.727011044,16741
1.742383093,16740.8125
1.741411768,16714.625
1.763722181,16715.4375
1.772689444,16796.75
1.777313669,16812.5625
1.787594969,16821.375
1.792533455,16810.1875
1.790754242,16792.5
1.795507442,16840.3125
1.80429317,16773.625
1.83061154,16830.9375
1.833212665,16822.75
1.840721661,16833.0625
1.855388643,16827.375
1.865963726,16890.6875
1.858572026,16861.5
1.86546366,16895.8125
1.886388743,16879.125
1.885222392,16887.9375
1.897589725,16880.75
1.894240859,16939.5625
1.916050911,16957.375
1.928270001,16929.6875
1.937523246,16999
1.949935765,16959.8125
1.937382678,16967.625
1.944739103,17016.9375
1.974630162,17033.75
1.964930973,16987.0625
1.979516658,17047.875
1.989137338,16978.1875
1.999043133,17048.5
2.011734166,17084.8125
2.012835558,17081.625
2.016347432,17044.4375
2.024644911,17089.25
2.034353116,17106.5625
2.047972173,17134.875
2.062377204,17059.1875
2.069693333,17084.5
2.081170685,17158.8125
2.082434386,17173.125
2.101234559,17147.9375
2.097946331,17141.75
2.120319827,17125.0625
2.127605173,17164.875
2.147677497,17230.6875
2.133286925,17204.5
2.160183585,17248.8125
2.157992603,17236.625
2.171214109,17231.9375
2.171723231,17193.75
2.201520097,17255.5625
2.209104836,17294.375
2.201227579,17288.6875
2.230763454,17271.5
2.224587593,17300.8125
2.250075125,17301.625
2.242351183,17301.4375
2.264165897,17300.75
2.280519398,17344.5625
2.29241182,17338.375
2.279718294,17314.1875
2.291188954,17362.5
2.300073933,17386.8125
2.322998364,17384.125
2.317837381,17340.9375
2.335466119,17409.25
2.340509712,17366.5625
2.372218296,17406.375
2.371342006,17399.6875
2.386755978,17424.5
2.403335349,17481.3125
2.389705254,17411.625
2.399740832,17487.4375
2.433067219,17439.75
2.423059553,17479.0625
2.455467973,17483.875
2.444542617,17494.6875
2.458658624,17476
2.464066134,17468.8125
2.478515286,17557.625
2.502006221,17558.9375
2.515914078,17564.75
2.509239,17584.0625
2.526231127,17591.375
2.537140601,17526.6875
2.556217565,17579
2.55621216,17602.3125
2.56974953,17568.625
2.595329818,17584.9375
2.606078167,17591.75
2.616494723,17631.0625
2.616579629,17668.875
2.627583031,17683.1875
2.632380074,17618
2.659220903,17647.3125
2.675605664,17728.125
2.682534505,17676.9375
2.697257573,17671.25
2.701400014,17731.5625
2.698961976,17732.375
2.711068608,17775.6875
2.726595058,17777
2.743916475,17756.8125
2.756033009,17775.625
2.763194809,17775.4375
2.788027027,17765.75
2.799654811,17748.0625
2.796328315,17791.875
2.823047688,17810.6875
2.824188083,17840.5
2.846499653,17818.8125
2.84760755,17878.125
2.875261927,17816.4375
2.867837938,17881.25
2.897835737,17891.5625
2.909630478,17895.875
2.919972316,17909.6875
2.933861408,17865.5
2.940797907,17880.3125
2.952406971,17907.625
2.951938756,17967.4375
2.970518419,17976.25
2.975521118,17922.5625
3.00207201,17971.375
3.007421254,17985.1875
3.021444008,17979.5
3.039765432,17952.8125
3.044135686,18039.625
3.065179928,18028.4375
3.084273321,18000.25
3.089166024,18050.0625
3.112358199,18054.875
3.119725009,18092.6875
3.138766614,18063.5
3.146108178,18095.8125
3.160999865,18105.625
3.166566837,18071.9375
3.172184258,18080.25
3.205602294,18124.5625
3.209321108,18086.875
3.229215867,18093.6875
3.247661736,18163
3.249283881,18178.8125
3.27433247,18200.625
3.289807668,18203.4375
3.297584645,18221.75
3.317413567,18145.5625
3.313294604,18144.875
3.336977924,18225.1875
3.347213698,18215.5
3.367002093,18177.3125
3.383218282,18226.125
3.401987435,18243.4375
3.409434723,18279.75
3.416685318,18274.0625
3.425239392,18230.375
3.449847118,18279.6875
3.471133668,18337
3.469724217,18277.3125
3.493368939,18317.125
3.513693007,18293.4375
3.519946597,18312.25
3.530754885,18372.0625
3.554118046,18341.375
3.562411257,18404.1875
3.587134694,18397
3.598163536,18340.8125
3.608872959,18355.625
3.631763142,18370.4375
3.631834264,18414.25
3.641461504,18377.0625
3.672020042,18456.375
3.689635058,18446.1875
3.691681732,18447
3.717410246,18433.8125
3.719820782,18456.125
3.749663521,18511.4375
3.766688647,18478.25
3.782646342,18518.5625
3.803786789,18543.875
3.805610174,18561.6875
3.82511668,18521.5
3.850181493,18578.3125
3.861929798,18513.625
3.869986781,18539.9375
3.896102629,18540.75
3.914027528,18561.5625
3.931511667,18603.875
3.931805232,18602.6875
3.944283414,18590.5
3.9773214,18636.3125
3.977544381,18659.625
3.995952546,18679.4375
4.021671085,18635.25
4.03945019,18647.0625
4.059665053,18652.875
4.057065865,18641.1875
4.077777818,18673.5
4.090301107,18703.3125
4.117010924,18719.625
4.127282463,18738.4375
4.142490919,18767.25
4.177261488,18719.5625
4.176844364,18738.375
4.209739743,18794.1875
4.226572823,18723.5
4.239593801,18795.3125
4.250177873,18813.125
4.261200239,18795.9375
4.282411096,18847.25
4.303560645,18860.0625
4.333649084,18828.875
4.341926615,18852.6875
4.352643437,18796.5
4.378424752,18878.3125
4.401020762,18832.125
4.41005667,18910.9375
4.425907677,18832.75
4.455198988,18925.5625
4.474430806,18934.375
4.487978336,18885.6875
4.513591783,18903
4.518021352,18953.8125
4.531517249,18969.625
4.562579681,18933.4375
4.584208855,18907.75
4.596029979,18972.5625
4.602168261,18991.375
4.624748909,19034.6875
4.649897133,19005
4.668488142,19056.8125
4.699272148,18976.625
4.697874361,19030.9375
4.719669991,19035.25
4.752284253,19073.0625
4.772592356,19014.875
4.792594516,19070.1875
4.811415946,19125.5
4.826806859,19095.8125
4.855767471,19079.125
4.871922996,19147.9375
4.876023651,19127.25
4.905944652,19171.5625
4.930186216,19099.375
4.93599856,19144.6875
4.960006903,19147
4.974711463,19192.8125
4.991862459,19208.625
5.009585112,19159.4375
5.04962964,19203.25
5.057996266,19166.5625
5.071310211,19212.375
5.094571696,19232.1875
5.116155945,19265
5.15456318,19204.3125
5.170543625,19216.125
5.174222504,19299.9375
5.209475043,19305.75
5.223551467,19327.0625
5.252827001,19314.375
5.260551872,19295.6875
5.299601308,19334
5.307225536,19316.3125
5.326799784,19316.125
5.354699282,19369.9375
5.370174259,19338.75
5.407349945,19333.5625
5.42860157,19334.875
5.427304366,19354.6875
5.459458565,19343
5.482814398,19414.3125
5.5032471,19424.625
5.516131903,19454.9375
5.546594042,19444.75
5.576008751,19480.5625
5.595126267,19411.875
5.620446824,19475.1875
5.633095659,19453
5.65794801,19443.8125
5.674504115,19531.125
5.700264211,19540.9375
5.730228537,19500.25
5.758522334,19485.5625
5.765520841,19492.375
5.789849299,19559.6875
5.812382949,19577
5.839622034,19562.8125
5.869441795,19531.125
5.875967477,19570.9375
5.899574323,19544.75
5.936012577,19561.5625
5.950532484,19604.875
5.98838429,19660.1875
6.008318241,19626.5
6.022209585,19595.8125
6.057933568,19638.625
6.076115439,19701.4375
6.105505446,19618.25
6.124603839,19637.5625
6.145160868,19679.875
6.159301783,19718.6875
